,venue,lat,lon,address,category
0,Plus,34.9874455218841,34.00454939975683,,Supermarket
1,2Day Supermarket,34.98763,34.004868,,Supermarket
2,Love Bridge,34.98266491464464,34.016278982162476,,Scenic Lookout
3,Plaza Shopping Center,34.987985145016154,34.00848577485231,37A Nissi Avenue,Miscellaneous Shop
4,Aphelandra Hotel Apartments,34.988216396582835,34.00598816274098,Kavo Gkreko,Hotel
5,Medieval Aqueduct of Ayia Napa (Μεσαιωνικό Υδραγωγείο Αγίας Νάπας),34.98865387383539,34.00457336304129,,Historic Site
6,Corfu Hotel,34.9876945576789,34.00767433384137,,Resort
7,Teremok,34.98768929718778,34.00443718607055,Kryou Nerou,Karaoke Bar
8,Napa Mermaid Gym & Spa,34.987887,34.004259,Leoforos Kryou Nerou,Gym
9,Solo Vino Wine Bar & Lounge,34.98711274101094,34.00543212890625,31 Kryou Nerou,Wine Bar
10,"Marquis ""de NAPA"" Restaurant",34.987366651696505,34.004944685361096,,Restaurant
11,EROFILI Restaurant,34.98682423070702,34.00656392539051,"26, Kryou Nerou",Greek Restaurant
12,St. George and the Dragon Pub,34.9873291133454,34.005137676564885,Kriou Nerou Ave,Pub
13,Eleana Hotel,34.98693331960903,34.00665059256135,,Bed & Breakfast
14,Terrazza,34.987314567396304,34.00557130056003,Ayia Napa,Mediterranean Restaurant
15,Allayla Lounge Bar,34.987247,34.004997,Kruou Nerou 24,Lounge
16,Турецкая зона,34.987954,34.007608,,Mountain
17,Rose Spa,34.9875,34.003685,,Spa
18,Пещеры Cape Greco National Forest Park,34.96249779057151,34.079079668736085,,General Travel
19,Melissa Pub Ltd.,34.986299565999786,34.00785457650056,"28, Kryou Nerou",Gastropub
20,Kkaras restaurant,34.98756536758272,34.00480735065836,,Mexican Restaurant
21,Chabad Ayia Napa,34.987456,34.011096,,Community Center
22,Terazza,34.988591447843596,34.003713589438966,,Restaurant
23,Bitter Bar,34.986053109169006,34.008039236068726,Kyrou Nerou,
24,Al Ritrovo,34.98779279504499,34.00417613157757,,Italian Restaurant
25,Macao Rentals,34.98766415723426,34.004540713558676,,Rental Car Location
26,quad rentals,34.98774337768555,34.00447463989258,Melisi 1,Rental Car Location
27,Bus STOP (Ruslan Dolgopolov ONLY),34.9868,34.0068,,Bus Stop
28,Grecian Bay,34.984116406119306,34.007294111291685,,Bay
29,River Rock Bar,34.98794739619544,34.003690706354554,Kryou Nerou,Hotel Bar
30,Rout Bar Tasia maris hotel,34.988736,34.003579,,Restaurant
31,Melissi Bar,34.98632695136718,34.00786504262275,,Cocktail Bar
32,Pisanello Trattoria Italiana,34.985953249501975,34.009083020933296,,Italian Restaurant
33,У бассейна,34.98811652263982,34.0037952138629,,General Entertainment
34,Petinos,34.98752113730596,34.00290431425767,Ayinapa,Greek Restaurant
35,Game Room Florida's,34.9875,34.011158,,Gaming Cafe
36,River Rock Hotel,34.98805330479484,34.003869894876516,Kryou Nerou 21,Hotel
37,New Famagusta hotel,34.9876051490727,34.0040481327846,,Hotel
38,Rio Napa,34.989962643180036,34.00328369960236,Rio Napa,Hotel
39,Pharmacy Nickolas Papayiannis,34.98648662870642,34.0069676266144,"Kryou Nerou, Ayia Napa, Cyprus",Pharmacy
40,Podvodnyi Mir Dive Centre,34.986804,34.007301,,Dive Spot
41,Zorpas Rent A Car,34.98664,34.00718,,Rental Car Location
42,бассейн Tasia Maris Oasis,34.988643,34.003772,,Pool
43,Bitters Lounge,34.986022,34.008312,,Lounge
44,APIS SPA,34.986554,34.008278,,Salon / Barbershop
45,Village Supermarket,34.987377,34.004883,,Convenience Store
46,Tasia Maris Oasis Pool,34.98873709892371,34.00334899945472,,Hotel Pool
47,Swimming Pool,34.988787014896836,34.00374623921729,,Hotel Pool
48,Логово Разврата )),34.98749429825372,34.0037897722369,,Hotel
49,Margadina Hotel Pool,34.986259,34.005408,,Hotel Pool
50,Milis Quad Rental,34.988124,34.002951,Dionisiou Solomou 1,Bike Rental / Bike Share
51,Shop&save,34.98747096218905,34.00445908980109,,Miscellaneous Shop
52,PS Lounge&shisha bar,34.987337,34.002903,,Lounge
53,Sun'n'blue Hotel,34.985944,34.007185,,Hotel
54,Mezepolis,34.986059698549774,34.00832654518404,,Greek Restaurant
55,Mellisa Cafe Restaurant,34.98629786206486,34.007827070161206,,Restaurant
56,Mexican Restaurant,34.98759023046936,34.004877131090005,,Mexican Restaurant
57,Money,34.98756408691406,34.004554748535156,,Tech Startup
58,Seamark,34.9876594543457,34.00294494628906,,Lighthouse
59,Mazda 3 (ZLBL 961),34.98713630037944,34.005770502675546,,Rental Car Location
60,Nikki Alexander Jewellery,34.988426208496094,34.00397491455078,Makarious avenue,Jewelry Store
61,Beauty City,34.98685166218448,34.00660849108083,,Boutique
62,NP hair salon,34.986873626708984,34.007320404052734,,Salon / Barbershop
63,Takkas Hotel Apts,34.98997116088867,34.00359344482422,Misiaoulli & Kavazoglou 4,Hotel Pool
64,Tasia Maris Oasis,34.988646464597686,34.003564682641574,,Resort
65,Abacus Restaurant and Lounge Bar,34.98783318771686,34.00294328916375,16 kryou Nerou,Mediterranean Restaurant
66,Kkaras Pool Bar,34.98749232416396,34.004955607456196,,Mexican Restaurant
67,Rio Gardens Apartments,34.989662,34.003662,Missiauli & Kavazoglou 17,Residential Building (Apartment / Condo)
68,Gym Tasia Maris Oasis,34.988596,34.003811,,Gym
69,Margadina Lounge Hotel,34.98675734748239,34.00575625623645,,Resort
70,George's bar,34.98726270311128,34.00510119472357,,Bar
71,Главный ресторан Tasia Maris Oasis,34.988625742796245,34.003621431943685,,Buffet
72,World GYM,34.9933861330094,33.99383112306622,,Gym
73,Hotel Christabelle,34.99281935294854,33.996862752735446,,Hotel
74,Christabella,34.9928369129171,33.99702009556323,,Hotel
75,Captain Andreas Fish Tavern,34.99169868257753,33.99757052580075,Agia Napa,Greek Restaurant
76,Easy Riders Rentals,34.99178885123168,33.99526119232178,Yianni Ritsou St,Bike Rental / Bike Share
77,Paloma pool bar and restaurant,34.99206,34.000988,,Restaurant
78,Švyturys Lithuanian Restaurant,34.991742993746335,33.996312671879124,"Tefkrou Anthia, 30",Eastern European Restaurant
79,Mezarina court,34.9919028393924,33.994165007025,Agia Napa,
80,Steak House Flambé,34.990535982931114,33.99917515668563,,Mediterranean Restaurant
81,havana base bar,34.99064621738073,33.9987587928772,,
82,Marinella Bar,34.990288,33.999516,,Wine Bar
83,Bar,34.99195795531382,33.99734665962676,,Brewery
84,Iphigenia Aparthotel Ayia Napa,34.991199,33.992298,43 Agia Manris Street,Hotel
85,Olympic lagoon resort blue lagoon kiosk,35.0052374,33.9961861,,Mediterranean Restaurant
86,Patio Mazery Tavern,34.99047842928208,33.99896292229713,,Greek Restaurant
87,Piratis Tavern,34.995889,33.988265,,Greek Restaurant
88,Oikos,34.99037,33.999179,,Italian Restaurant
89,7D Cinema Simulator,34.99027,33.999645,,Movie Theater
90,Antreas Tavern,34.991704812720094,33.99646504975595,,Greek Restaurant
91,Детская площадка,34.99153518676758,33.99410629272461,,Playground
92,Florea Hotel Apartments,34.992988,33.995848,55 Kassialou str,Hotel
93,Hotel Napa Suites,34.99354,34.000727,23-31 Demokratias Street,Hotel
94,Christothea,34.992751350058185,33.99793983678981,,Residential Building (Apartment / Condo)
95,Supermarket Europe,34.992888375841304,33.99368955573794,,Convenience Store
96,Helvetia Restaurant,34.99050732271134,33.99943092567819,Vasili Michailidi 6,Greek Restaurant
97,Napa house tavern,34.991050764522136,34.00048120360805,,Restaurant
98,Kalamaras,34.991709,33.996617,,Doner Restaurant
99,Christabella Pool,34.99284978449733,33.99685409584585,,Pool
100,Stamna Tavern,34.99144606275123,34.00072753429413,Dimokratias,Taverna
101,Kota Greek Souvlaki,34.990314,33.999493,basil mihailidi 5,Restaurant
102,Wayang Casino,34.990347,33.999252,,Casino
103,Retina Photo Studio,34.991097,33.998185,Τεύκρου Ανθίας 25,Camera Store
104,kota,34.990216,33.99936,,Greek Restaurant
105,madness,34.990203,33.999596,,Café
106,Jägermeister Barcode - Bar,34.99039,33.999596,,Cocktail Bar
107,Paloma pool,34.99231272504289,34.00075873617353,,Pool
108,Heaven Rock Garden,34.98986088744918,33.99746165776579,,Beer Garden
109,Nikitas Steak House,34.990475,33.998936,,Restaurant
110,Athlos Reggae Bar,34.991109714159926,33.9926393691878,"34.991225,33.992578",Hookah Bar
111,Hookah Place,34.990868,33.99854,,Hookah Bar
112,St.George's,34.99335072463768,33.99601183574879,,Residential Building (Apartment / Condo)
113,Fedra Hotel,34.990797324951515,34.00032883242924,,Hotel
114,O'Rourker's,34.990623474121094,33.995243072509766,,Whisky Bar
115,Rovers,34.991661071777344,33.99685287475586,,Bar
116,hotellin pehmoinen peti,34.992007,34.000348,,Hotel
117,Napa Ace,34.99006961114544,33.998783338967925,,Hotel
118,Полицейский участок:-),34.993332,34.001973,,Gay Bar
119,Emily's nail and spa,34.99120766583232,34.00061724908865,,Nail Salon
120,Flora Maria Apts.,34.9902,33.99504,24 Odyssea eliti,Boarding House
